m.0grmhb	Jon Stone	m.0f2nf	New Haven	people.person.place_of_birth
m.03jj93	David Thewlis	m.01hvzr	Blackpool	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.06hsyz	Simon King	m.05d49	Nairobi	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.01ldw4	Jim Steinman	m.02_286	New York City	people.person.place_of_birth,music.artist.origin,people.person.places_lived..people.place_lived.location
m.0789qf	Lucio Dalla	m.096g3	Bologna	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.0282hk3	Bella Thorne	m.0rjf5	Pembroke Pines	people.person.place_of_birth
m.0405l	Jim Jarmusch	m.0z21x	Cuyahoga Falls	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.03syns	Maeve Kinkead	m.02_286	New York City	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.01lz2sd	Gato Barbieri	m.02tb17	Rosario, Santa Fe	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.08r4pr	Dana Wynter	m.0156q	Berlin	people.person.place_of_birth
m.02fwwm	Eileen Farrell	m.0rgbq	Willimantic	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.042ly5	James Marsden	m.0z97r	Stillwater	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.01vb6z	Cameron Crowe	m.0r3tq	Palm Springs	people.person.place_of_birth
m.040cf	Jesse Jackson	m.0_lr1	Greenville	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.05th8t	Molly Parker	m.01wl32	Maple Ridge	people.person.place_of_birth
m.0g8st4	Stephen Dillane	m.0f8j6	Kensington	people.person.place_of_birth
m.02pp0rl	James Luisi	m.02cx_2	East Harlem	people.person.place_of_birth
m.04dgp4	Stéphane Audran	m.080g3	Versailles	people.person.place_of_birth
m.01qvgl	Aimee Mann	m.0dzt9	Richmond	music.artist.origin,people.person.place_of_birth
m.028pzq	Asia Argento	m.06c62	Rome	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.02v51q	Terry Southern	m.0104w3	Alvarado	people.person.place_of_birth
m.0p_2r	Lorne Michaels	m.0h7h6	Toronto	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.01x4r3	Lewis Black	m.0bxc4	Silver Spring	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.07k51gd	Chris Colfer	m.0qz4n	Clovis	people.person.place_of_birth
m.0d0fn9	Dan Fogler	m.0cr3d	Brooklyn	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.0d7n26	Maki Horikita	m.01wrq6	Kiyose	people.person.place_of_birth
m.056fcv	Pinetop Perkins	m.0wqbx	Belzoni	people.person.place_of_birth
m.08j2hx	Emilio Fernández	m.015701	Coahuila	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.05byjc	Braylon Edwards	m.02dtg	Detroit	people.person.place_of_birth
m.03npmd	Lois Maxwell	m.0mbf4	Kitchener	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.05mgdf	Karen Mok	m.03h64	Hong Kong	people.person.place_of_birth
m.02q9ryp	Jana Kramer	m.02dtg	Detroit	people.person.place_of_birth
m.05p92jn	Ellie Kemper	m.04f_d	Kansas City	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.0vb3njz	Khemanit Jamikorn	m.0fn2g	Bangkok	people.person.place_of_birth
m.0278x6s	Brian Geraghty	m.026h5fm	Toms River	people.person.place_of_birth
m.01vd0vf	Judy Gold	m.0hptm	Newark	people.person.place_of_birth
m.04rg6	Mack Sennett	m.02rhnh1	Danville	people.person.place_of_birth
m.01k7d9	Ray Walston	m.0f2tj	New Orleans	people.person.place_of_birth
m.012g92	Isabelle Huppert	m.05qtj	Paris	people.person.place_of_birth
m.01yfm8	Bruce Greenwood	m.01wqf4	Rouyn-Noranda	people.person.place_of_birth
m.05d4l6	Victor Spinetti	m.0cc5slq	Cwm, Blaenau Gwent	people.person.place_of_birth
m.015rmq	Georg Solti	m.095w_	Budapest	people.person.place_of_birth
m.01srwb	Stan Getz	m.0dclg	Philadelphia	people.person.place_of_birth,music.artist.origin
m.031qmr	Pete Hamill	m.039lmn	Park Slope	people.person.place_of_birth
m.03bts2	Harlan Coben	m.0hptm	Newark	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.03j01gs	Gwen Verdon	m.0r04p	Culver City	people.person.place_of_birth
m.049qx	Kylie Minogue	m.0chgzm	Melbourne	music.artist.origin,people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.01sxrt3	Alisha Chinoi	m.03rk0	India	people.person.nationality,people.person.place_of_birth
m.0k0tj8	Eugene Lipinski	m.08525q	Wansford, Cambridgeshire	people.person.place_of_birth
m.02gn9g	Marv Wolfman	m.0cr3d	Brooklyn	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.02w6f7h	Henriette Mantel	m.07_f2	Vermont	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.04r89g	Danielle Darrieux	m.01b85	Bordeaux	people.person.place_of_birth
m.02d6_9	Ryo Kase	m.0kstw	Yokohama	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.040696	Anton Yelchin	m.06pr6	Saint Petersburg	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.03d2zk	Shannon Tweed	m.0j8p6	St. John's	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.01xsbh	Edward Fox	m.01t21q	Chelsea	people.person.place_of_birth
m.0klh7	Harvey Keitel	m.0cr3d	Brooklyn	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.01k0n6	Don Adams	m.0cc56	Manhattan	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.01l0780	Marco Borsato	m.0ps8c	Alkmaar	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.08_dmh	Brian Bloom	m.0y2vj	Merrick	people.person.place_of_birth
m.08sqrs	Dennis Christopher	m.0dclg	Philadelphia	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.045n3p	Amjad Khan	m.0hj6h	Peshawar	people.person.place_of_birth
m.0b6syc	Vince Colosimo	m.0chgzm	Melbourne	people.person.place_of_birth
m.02ggx1	Thelma Houston	m.0ws15	Leland	music.artist.origin,people.person.place_of_birth
m.0b6j2kv	Kenan Işık	m.0cvz73	Yeşilyurt, Malatya	people.person.place_of_birth
m.056z6_	Philippe Noiret	m.0d8r8	Lille	people.person.place_of_birth
m.0pkr1	Sammo Hung	m.03h64	Hong Kong	people.person.place_of_birth
m.014g9y	Julie Delpy	m.05qtj	Paris	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.01w_434	Chubby Checker	m.06yxd	South Carolina	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.07kqm6	Peter Barkworth	m.02t5mm	Margate	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.01wwvc5	Kenneth Edmonds	m.0ftxw	Indianapolis	people.person.places_lived..people.place_lived.location,people.person.place_of_birth,music.artist.origin
m.026z004	James Russo	m.02_286	New York City	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.052c5f	Albert Hackett	m.0xmq1	Nutley	people.person.place_of_birth
m.01lv4nd	Buckwheat Zydeco	m.0tl6d	Lafayette	people.person.place_of_birth
m.0261dr	Justin Kirk	m.0d23k	Salem	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.02f073	Rie Miyazawa	m.01xhpf	Nerima, Tokyo	people.person.place_of_birth
m.0jfx1	Johnny Depp	m.0pqz3	Owensboro	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.0fq117k	Tom Petty	m.0rh7t	Gainesville	people.person.place_of_birth
m.0k07z_	Kristi Zea	m.059rby	New York	people.person.place_of_birth
m.0crvfq	D.W. Moffett	m.0s9z_	Highland Park	people.person.place_of_birth
m.03bpgs	Dean Jagger	m.0z12z	Columbus Grove	people.person.place_of_birth
m.07r_dg	Abigail Breslin	m.02_286	New York City	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.05cgy8	Mike Figgis	m.0gj95	Carlisle, Cumbria	people.person.place_of_birth
m.01mj9q3	Patrice Rushen	m.030qb3t	Los Angeles	music.artist.origin,people.person.place_of_birth
m.01qy6d6	Siti Nurhaliza	m.047bg7t	Kampung Awah	people.person.place_of_birth
m.048s0r	Taye Diggs	m.0hptm	Newark	people.person.place_of_birth
m.01p1pc1	Cheo Feliciano	m.0lg0r	Ponce	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.0cbs67	Martina Gedeck	m.02h6_6p	Munich	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.034z01	Nikita Mikhalkov	m.04swd	Moscow	people.person.place_of_birth
m.015np0	Ralph Richardson	m.015cj9	Cheltenham	people.person.place_of_birth
m.06449	Philip Glass	m.094jv	Baltimore	people.person.place_of_birth,music.artist.origin,people.person.places_lived..people.place_lived.location
m.0191k3	Arturo Sandoval	m.0cb5pc	Artemisa	people.person.place_of_birth
m.03y82t6	Katy Perry	m.0r62v	Santa Barbara	people.person.places_lived..people.place_lived.location,people.person.place_of_birth,music.artist.origin
m.03tnh0	Thom Christopher	m.01qcvw	Jackson Heights	people.person.place_of_birth
m.01vt9p3	Dionne Warwick	m.0xmlp	East Orange	people.person.place_of_birth,people.person.places_lived..people.place_lived.location,music.artist.origin
m.09rwcz	Hildy Parks	m.0rh6k	Washington, D.C.	people.person.place_of_birth
m.01d_ys	Warren Buffett	m.0chrx	Omaha	people.person.place_of_birth,people.person.places_lived..people.place_lived.location,people.person.spouse_s..people.marriage.location_of_ceremony,organization.organization.headquarters..location.mailing_address.citytown
m.0436f4	Vincent Pastore	m.01531	The Bronx	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.05hfyb	Julie Dreyfus	m.05qtj	Paris	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.0733w	Steve Lacy	m.02_286	New York City	music.artist.origin,people.person.place_of_birth
m.014g91	Bill Evans	m.0h6l4	Plainfield	people.person.places_lived..people.place_lived.location,people.person.place_of_birth,music.artist.origin
m.01vr32z	Hermione Gingold	m.0nlky	Teddington	people.person.place_of_birth
m.026c6lr	Sasha Grey	m.0r45j	North Highlands	people.person.place_of_birth
m.02b00	David Janssen	m.0x6m2	Naponee	people.person.place_of_birth
m.054dhrn	Howard Korder	m.02_286	New York City	people.person.place_of_birth
m.024l_d	Ronnie Corbett	m.02m77	Edinburgh	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.0hcvy	Graham Greene	m.0xnd_	Berkhamsted	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.03w7jt	Vivek Oberoi	m.09c6w	Hyderabad	people.person.place_of_birth
m.0bksh	Cameron Diaz	m.071vr	San Diego	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.094zvg	Maile Flanagan	m.02hrh0_	Honolulu	people.person.place_of_birth
m.0lccn	Leonard Cohen	m.019zq0	Westmount	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.013qhn	Rory Bremner	m.02m77	Edinburgh	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.01tc9r	Howard Shore	m.0h7h6	Toronto	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.024vm5	Roger Miller	m.0f2s6	Fort Worth	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.03cxsvl	Dianna Agron	m.0lhn5	Savannah	people.person.place_of_birth
m.03340g	George Furth	m.01_d4	Chicago	people.person.place_of_birth
m.04f2x_	Gene Chandler	m.01_d4	Chicago	music.artist.origin,people.person.place_of_birth
m.01wf448	DJ Paul	m.0c_m3	Memphis	people.person.places_lived..people.place_lived.location,people.person.place_of_birth,music.artist.origin
m.08hc5y	Earl Klugh	m.02dtg	Detroit	music.artist.origin,people.person.place_of_birth
m.03hxnx	Murray Perahia	m.01531	The Bronx	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.054c1	Michael Jordan	m.0cr3d	Brooklyn	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.01l25jy	Cássia Eller	m.06gmr	Rio de Janeiro	people.deceased_person.place_of_death,people.person.place_of_birth
m.03pmzt	Keith David	m.0f94t	Harlem	people.person.place_of_birth
m.02z46nt	Jonathan Stark	m.0zz6w	Erie	people.person.place_of_birth
m.04fzk	Kirsten Dunst	m.0xrqj	Point Pleasant	people.person.place_of_birth
m.01qkqwg	Jake Shimabukuro	m.02hrh0_	Honolulu	people.person.place_of_birth
m.04lg2gk	Zakir Hussain	m.04vmp	Mumbai	people.person.place_of_birth
m.09cpvg	Ettore Scola	m.0fg19w	Trevico	people.person.place_of_birth
m.03zg2x	Hope Davis	m.0xkq4	Englewood	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.059_gf	Jeffrey Wright	m.0rh6k	Washington, D.C.	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.01ndfjw	Peter Allen	m.02wn5h	Tenterfield	people.person.place_of_birth
m.07q1v4	Mark Isham	m.02_286	New York City	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.029v19	Julian Bream	m.04jpl	London	people.person.place_of_birth
m.03ktjq	Joel Silver	m.0207496	South Orange	people.person.place_of_birth
m.04zn3v	Boris Berezovsky	m.04swd	Moscow	people.person.place_of_birth
m.02rv9s	Bhimsen Joshi	m.015y2q	Pune	people.person.place_of_birth
m.078mgh	Jeremy Davies	m.013f1h	Traverse City	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.02x6hr3	David Ladd	m.030qb3t	Los Angeles	people.person.place_of_birth
m.0bsb4j	Grant Heslov	m.030qb3t	Los Angeles	people.person.place_of_birth
m.014dm6	Ken Burns	m.0cr3d	Brooklyn	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.023sng	Dilip Kumar	m.0hj6h	Peshawar	people.person.place_of_birth
m.083r2k	Riley Smith	m.0t0n5	Cedar Rapids	people.person.place_of_birth
m.01pxm_	Jennifer Beals	m.02w_y5r	South Side, Chicago	people.person.place_of_birth
m.08gq9c	David Susskind	m.02_286	New York City	people.person.place_of_birth,people.deceased_person.place_of_death
m.02kpk9	William Finn	m.01cx_	Boston	people.person.place_of_birth
m.042nbx	Bill Irwin	m.06_kh	Santa Monica	people.person.place_of_birth
m.026c1	Drew Barrymore	m.0r04p	Culver City	people.person.place_of_birth
m.0f_1b_	Assi Dayan	m.081088	Nahalal	people.person.place_of_birth
m.0g_61	Joseph Stiglitz	m.03b12	Gary	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.05vf3y	Leslie Uggams	m.02_286	New York City	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.01s2zh3	Thomas Allen	m.01yv1s	Seaham	people.person.place_of_birth
m.0cgbf	Joan Crawford	m.0f2w0	San Antonio	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.03lyk9	Valentina Cortese	m.0947l	Milan	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.01nrpvf	Ivan Lins	m.06gmr	Rio de Janeiro	people.person.place_of_birth
m.04cbj6	Gale Sayers	m.0tbql	Wichita	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.015qyf	James Whitmore	m.0ycht	White Plains	people.person.place_of_birth
m.01ggxy	Tōru Takemitsu	m.07dfk	Tokyo	people.deceased_person.place_of_death,people.person.place_of_birth
m.061wm	Paul Whitehouse	m.03d8bwk	Stanleytown, Rhondda Cynon Taf	people.person.place_of_birth
m.0c0k1	Harrison Ford	m.01_d4	Chicago	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.08xwck	David Shore	m.0b1t1	London	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.0chw_	Jodie Foster	m.030qb3t	Los Angeles	people.person.place_of_birth
m.01bpc9	Steve Earle	m.04y3dj	Fort Monroe	people.person.place_of_birth
m.01gbn6	Kevin Kline	m.06wxw	St. Louis	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.01tk6kb	George Maharis	m.01qcx_	Astoria	people.person.place_of_birth
m.015dnt	Trevor Howard	m.0ggsxd	Cliftonville	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.095nx	Magic Johnson	m.04pry	Lansing	people.person.place_of_birth,people.person.spouse_s..people.marriage.location_of_ceremony
m.01w1ywm	Richard Hunt	m.01531	The Bronx	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.03d1y3	Richard Brooks	m.0dclg	Philadelphia	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.026np8p	Icíar Bollaín	m.056_y	Madrid	people.person.place_of_birth
m.02vmzb	Bharat Bhushan	m.025fj7	Meerut	people.person.place_of_birth
m.0127m7	Kevin Costner	m.0r0ls	Lynwood	people.person.place_of_birth
m.01p6nw6	Bill Champlin	m.0dc95	Oakland	people.person.place_of_birth
m.02x7vq	Dianne Wiest	m.04f_d	Kansas City	people.person.place_of_birth
m.03m6_z	Ryan Gosling	m.0b1t1	London	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.071msr	Judith Ivey	m.0100mt	El Paso	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.048z11	Wayne Allwine	m.0k_q_	Glendale	people.person.place_of_birth
m.05ldnp	Paul Haggis	m.0b1t1	London	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.06kxk2	Carl Foreman	m.01_d4	Chicago	people.person.place_of_birth
m.09pswk	Hugh Wilson	m.0f2v0	Miami	people.person.place_of_birth
m.02r7f7	Alan Price	m.02prxr3	Fatfield	people.person.place_of_birth,music.artist.origin
m.039p3p	Miyoshi Umeki	m.01wd_n	Otaru	people.person.place_of_birth
m.0gpmp	Charles Laughton	m.021npd	Scarborough, North Yorkshire	people.person.place_of_birth
m.0gwpbl	Kayvan Novak	m.0n9c5	Cricklewood	people.person.place_of_birth
m.03w1v2	Michael Pitt	m.0xms9	West Orange	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.02tr24	Jeff Cesario	m.02h98sm	Kenosha	people.person.place_of_birth
m.055ws3	Bertrand Tavernier	m.0dprg	Lyon	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.05cmwb	Barbara Barrie	m.01_d4	Chicago	people.person.place_of_birth
m.0166_q	Mahalia Jackson	m.0f2tj	New Orleans	people.person.place_of_birth
m.0812r	Vivien Leigh	m.019jlq	Darjeeling	people.person.place_of_birth
m.01nms7	Jena Malone	m.0xdb_	Sparks	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.03m_k0	Alan Ball	m.013yq	Atlanta	people.person.place_of_birth
m.01mqc_	Christian Slater	m.02_286	New York City	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.059q0p	Ti Lung	m.039y2z	Xinhui District	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.01bd1t	Ted Koppel	m.03sp4h	Nelson	people.person.place_of_birth
m.01nvzd9	Roy Acuff	m.0_x4h	Maynardville	music.artist.origin,people.person.place_of_birth
m.01sspy	Gerry Mulligan	m.033mfh	Queens Village	people.person.place_of_birth
m.0ggjt	Earl Scruggs	m.03yc1z8	Scottville	people.person.place_of_birth
m.01201_	Ronald Colman	m.01dzq6	Richmond, London	people.person.place_of_birth
m.02ndbd	Garry Marshall	m.01531	The Bronx	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.03d_zl4	Phil Hartman	m.018djs	Brantford	people.person.place_of_birth
m.0gmtm	Claudette Colbert	m.080ff1	Saint-Mandé	people.person.place_of_birth
m.02ptr9w	Agnieszka Osiecka	m.081m_	Warsaw	people.deceased_person.place_of_death,people.person.place_of_birth
m.029ghl	Bo Derek	m.0nbwf	Long Beach	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.0f2x0	Benny Goodman	m.01_d4	Chicago	music.artist.origin,people.person.place_of_birth
m.05xl64	Heinz Rühmann	m.017gry	Essen	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.01p1cn	Suzanne Somers	m.0r5x6	San Bruno	people.person.place_of_birth
m.0948xk	Tony Blair	m.02m77	Edinburgh	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.03_6y	Joshua Jackson	m.080h2	Vancouver	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.01jfr3y	Debbie Gibson	m.0cr3d	Brooklyn	people.person.places_lived..people.place_lived.location,people.person.place_of_birth,music.artist.origin
m.0ckby1	Rentarō Mikuni	m.01xhhn	Ota	people.person.place_of_birth
m.0h6tb	Thomas Keneally	m.06y57	Sydney	people.person.place_of_birth
m.016dgz	Anthony Perkins	m.02_286	New York City	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.01ztgm	Dennis Rodman	m.0fvxz	Trenton	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.0b_qnm	Wendy Hughes	m.0chgzm	Melbourne	people.person.place_of_birth
m.05spmg	Ann Wedgeworth	m.013m_x	Abilene	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.09008w	Alan Opie	m.01zjy6	Redruth	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.02147b	Joan Sutherland	m.06y57	Sydney	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.09bx1k	Hugo Friedhofer	m.0d6lp	San Francisco	people.person.place_of_birth
m.0294fd	Miranda Otto	m.01b8jj	Brisbane	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.018jnn	Alistair Cooke	m.018x0q	Salford, Greater Manchester	people.person.place_of_birth
m.0164c4	Kelly Ripa	m.0xlzf	Stratford	people.person.place_of_birth
m.07vnzx	Bernhard Wicki	m.015v47	Sankt Pölten	people.person.place_of_birth
m.045p_	John Belushi	m.03djfv	Humboldt Park	people.person.place_of_birth
m.01n8gr	Kenny Rogers	m.03l2n	Houston	people.person.place_of_birth,music.artist.origin
m.01gw4w	Carol Channing	m.0d9jr	Seattle	people.person.place_of_birth
m.063fty	Jerzy Skolimowski	m.0c6fz	Łódź	people.person.place_of_birth
m.039x4s	Mercedes Ruehl	m.01qcvw	Jackson Heights	people.person.place_of_birth
m.04n246	Tricia Helfer	m.0b0s_n	Donalda	people.person.place_of_birth
m.02rsz0	Warren Ellis	m.02ly_	Essex	people.person.place_of_birth
m.02kxbx3	Joel Coen	m.0fpzwf	Minneapolis	people.person.place_of_birth
m.022z1v	Sebastian Cabot	m.04jpl	London	people.person.place_of_birth
m.05t1v0	Thomas Bangalter	m.05qtj	Paris	music.artist.origin,people.person.place_of_birth
m.03llcf	Harve Presnell	m.0r7fy	Modesto	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.01sl1q	Michelle Rodriguez	m.0f2w0	San Antonio	people.person.place_of_birth
m.01n18_1	Karel Gott	m.09f13	Pilsen	people.person.place_of_birth
m.01w7pq5	Les Paul	m.01j8yr	Waukesha	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.014d15	Christopher Isherwood	m.07tslf	Wyberslegh Hall	people.person.place_of_birth
m.052fg0	Corey Hart	m.052p7	Montreal	people.person.places_lived..people.place_lived.location,music.artist.origin,people.person.place_of_birth
m.01wg25j	Little Richard	m.0rt80	Macon	people.person.places_lived..people.place_lived.location,music.artist.origin,people.person.place_of_birth
m.0d8xy	Leonid Brezhnev	m.04n2m7	Dniprodzerzhynsk	people.person.place_of_birth
m.02k2s_	Jack DeJohnette	m.01_d4	Chicago	people.person.place_of_birth
m.074s4p	John Lynch	m.0chns0	Corrinshego	people.person.place_of_birth
m.091yn0	Jorma Taccone	m.01jr6	Berkeley	people.person.place_of_birth
m.02t0wl	Crystal Gayle	m.0tgc6	Paintsville	music.artist.origin,people.person.place_of_birth
m.070507	Benedict Cumberbatch	m.04jpl	London	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.026_v79	Jim Beard	m.0dclg	Philadelphia	music.artist.origin,people.person.place_of_birth
m.01zq3k	Patti Page	m.0z9rs	Claremore	people.person.place_of_birth
m.026m0	Dalton Trumbo	m.0rc3l	Montrose	people.person.place_of_birth
m.03c1yzy	Jim Parsons	m.03l2n	Houston	people.person.place_of_birth
m.01yzhn	George Hamilton	m.0c_m3	Memphis	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.03m8lq	Amanda Peet	m.02_286	New York City	people.person.spouse_s..people.marriage.location_of_ceremony,people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.034047	Josh Peck	m.015jh6	Hell's Kitchen	people.person.place_of_birth
m.012ykt	Michelle Yeoh	m.01rv39	Ipoh	people.person.place_of_birth
m.01xcr4	Barbara Walters	m.01cx_	Boston	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.0p8jf	Michael Chabon	m.0rh6k	Washington, D.C.	people.person.place_of_birth
m.01mjjvk	Garrison Keillor	m.0vspx	Anoka	people.person.place_of_birth
m.0m31m	Joseph Fiennes	m.0jgvy	Salisbury	people.person.place_of_birth
m.0plcv	Jennifer Warnes	m.0d9jr	Seattle	people.person.place_of_birth,music.artist.origin
m.04t4qd	Edgar Wright	m.01dg3s	Poole	people.person.place_of_birth
m.07b1z_	Frances Sternhagen	m.0rh6k	Washington, D.C.	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.02tqys	Rick Overton	m.02t3dc	Forest Hills	people.person.place_of_birth
m.0gkyby	Karen Kilgariff	m.0r771	Petaluma	people.person.place_of_birth
m.0hpz8	Boris Karloff	m.03s0k2	Honor Oak	people.person.place_of_birth
m.07jvz5	Kevin Tighe	m.030qb3t	Los Angeles	people.person.place_of_birth
m.01kph_c	Warren Zevon	m.01_d4	Chicago	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.01vwllw	Susan Sarandon	m.01qcvw	Jackson Heights	people.person.place_of_birth
m.04f3xj	Hiroshi Abe	m.0gqm3	Kanagawa Prefecture	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.08lmlq	Emile Ardolino	m.04t1yr	Maspeth	people.person.place_of_birth
m.0259r0	Jason Mraz	m.01wkmq	Mechanicsville	music.artist.origin,people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.04mn7m	Stefanie Powers	m.0f2wj	Hollywood	people.person.place_of_birth
m.0cf2h	Spencer Tracy	m.0dyl9	Milwaukee	people.person.place_of_birth
m.03q39f	Enrico Colantoni	m.0h7h6	Toronto	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.05v_gz	Michael Welch	m.030qb3t	Los Angeles	people.person.place_of_birth
m.05kh_	Orson Welles	m.02h98sm	Kenosha	people.person.place_of_birth
m.095b70	Isaiah Washington	m.03l2n	Houston	people.person.place_of_birth
m.031x_3	Jessye Norman	m.01ktz1	Augusta	people.person.place_of_birth,people.person.places_lived..people.place_lived.location,music.artist.origin
m.0lpjn	Judi Dench	m.01412x	Heworth	people.person.place_of_birth
m.0ksf29	Don Carmody	m.06btq	Rhode Island	people.person.place_of_birth
m.045bs6	Donal Logue	m.05ksh	Ottawa	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.03m67kc	Arthur Max	m.02_286	New York City	people.person.place_of_birth
m.039lrt	Una Merkel	m.0tgcy	Covington	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.06d1v8	Rupert Friend	m.0jt5zcn	Oxfordshire	people.person.place_of_birth
m.01rzvh2	Li Yundi	m.017236	Chongqing	people.person.place_of_birth
m.03q45x	Amy Poehler	m.0qkcb	Newton	people.person.place_of_birth,people.person.places_lived..people.place_lived.location
m.0gt7m	Frank McCourt	m.0cr3d	Brooklyn	people.person.place_of_birth
m.0fbbl	Larry Bird	m.0sp6s	West Baden Springs	people.person.place_of_birth
m.01t9qj_	Red Skelton	m.0smx3	Vincennes	people.person.places_lived..people.place_lived.location,people.person.place_of_birth
m.0320h5	Macdonald Carey	m.013crh	Sioux City	people.person.place_of_birth
